,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
2723,improve  performance  block  cache  key  pure  random  read  test  data  thats  100  block  cache  see  spending  quite  time  getblockcachekey  quote  ipc  server  handler  19  62023  daemon  prio10  tid0x00007fe0501ff800  nid0x6c87  runnable  0x00007fe0577f6000  javalangthreadstate  runnable  javautilarrayscopyofarraysjava2882  javalangabstractstringbuilderexpandcapacityabstractstringbuilderjava100  javalangabstractstringbuilderappendabstractstringbuilderjava390  javalangstringbuilderappendstringbuilderjava119  orgapachehadoophbaseiohfilehfilegetblockcachekeyhfilejava457  orgapachehadoophbaseiohfilehfilereaderv2readblockhfilereaderv2java249  orgapachehadoophbaseiohfilehfileblockindexblockindexreaderseektodatablockhfileblockindexjava209  orgapachehadoophbaseiohfilehfilereaderv2scannerv2seektohfilereaderv2java521  orgapachehadoophbaseiohfilehfilereaderv2scannerv2seektohfilereaderv2java536  orgapachehadoophbaseregionserverstorefilescannerseekatorafterstorefilescannerjava178  orgapachehadoophbaseregionserverstorefilescannerseekstorefilescannerjava111  orgapachehadoophbaseregionserverstorefilescannerseekexactlystorefilescannerjava219  orgapachehadoophbaseregionserverstorescannerinitstorescannerjava80  orgapachehadoophbaseregionserverstoregetscannerstorejava1689  orgapachehadoophbaseregionserverhregionregionscannerimplinithregionjava2857  quote  since  hfile  name  size  known  offset  long  possible  allocate  exactly  need  maybe  use  byte  key  drop  separator,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2724,bump  default  hfileblockcachesize  hfilev2  here  email  sent  mailing  list  describing  problem  quote  thought  stuck  writing  detailed  block  caching  documentation  hfilev2  index  live  block  cache  mean  upgrade  may  sudden  get  terrible  cache  hit  ratio  memory  taken  index  somewhat  mitigated  fact  people  dont  usually  need  keep  index  block  memory  end  efficient  brings  question  set  hfileblockcachesize  higher  since  index  kept  block  cache  currently  set  20  looking  production  machine  see  storefileindexsize  around  600700mb  thats  potentially  much  data  id  block  cache  likely  half  thats  really  used  actively  would  good  new  default  25  30  handle  pushed  bcmemstore  size  limit  change  quote  ill  bump  25  put  release  note  fact  people  verify  setting  upgrading  make  sure  memstoreblock  cache  isnt  80  meaning  theyd  havent  change  block  cache  size  would  bumped  memstores  40  60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2725,allow  hmsgs  carry  payload  eg  exception  happened  remote  side  make  look  master  log  get  general  sense  failure  type  etc  across  cluster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2726,support  checksum  hbase  block  cache  current  implementation  hdfs  store  data  one  block  file  metadatachecksum  another  block  file  mean  every  read  hbase  block  cache  actually  consumes  two  disk  iop  one  datafile  one  checksum  file  major  problem  scaling  hbase  hbase  usually  bottlenecked  number  random  disk  iop  storagehardware  offer,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2727,uber  hbck  online  automated  repair  table  integrity  region  consistency  problem  current  0905  0920rc2  version  hbck  detects  region  consistency  table  integrity  invariant  violation  however  fix  automatically  repair  region  consistency  case  deployment  problem  updated  version  able  handle  case  including  new  orphan  regiondir  case  complete  likely  deprecate  offlinemetarepair  tool  subsume  several  open  metahole  related  issue  here  approach  comment  top  new  version  file  code  hbasefsck  hbck  tool  checking  repairing  region  consistency  table  integrity  region  consistency  check  verify  meta  region  deployment  region  server  state  data  hdfs  regioninfo  file  accordance  table  integrity  check  verify  possible  row  key  resolve  exactly  one  region  table  mean  individual  degenerate  backwards  region  hole  region  overlapping  region  general  repair  strategy  work  step  1  repair  table  integrity  hdfs  merge  fabricate  region  2  repair  region  consistency  meta  assignment  table  integrity  repair  table  region  directory  scanned  regioninfo  file  table  integrity  verified  orphan  region  region  regioninfo  file  hole  new  region  fabricated  backwards  region  sidelined  well  empty  degenerate  endkeystartkey  region  overlapping  region  new  region  created  data  merged  new  region  table  integrity  repair  deal  solely  hdfs  done  offline  hbase  region  server  master  need  running  phase  use  completely  reconstruct  meta  table  offline  fashion  region  consistency  requires  three  condition  1  valid  regioninfo  file  present  hdfs  region  dir  2  valid  row  regioninfo  data  meta  3  region  deployed  regionserver  assigned  region  consistency  requires  hbck  contact  hbase  master  region  server  connect  must  first  called  successfully  much  region  consistency  information  transient  le  risky  repair  code,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2728,remove  getregionserverwithoutretries  getregionserverwithretries  hconnection  interface  broke  meta  method  hconnection  take  servercallables  hconnections  inevitably  make  tangle  model  frustrates  able  mocked  implemenations  hconnection  method  better  belong  something  like  hconnectionmanager  elsewhere  altogether,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2729,basic  client  pushback  mechanism  current  blocking  close  limit  memstores  multiplier  factor  many  store  file  global  memstore  memory  bad  coarse  confusing  hitting  hbase5161  really  becomes  obvious  need  something  better  little  brainstorm  stack  came  quickly  two  solution  send  exception  client  like  overloadedexception  thats  thrown  situation  happens  like  getting  past  low  memory  barrier  would  thrown  client  get  handler  check  putting  deleting  client  would  treat  retryable  exception  ideally  wouldnt  check  meta  new  location  could  fancy  multiple  level  pushback  like  send  exception  25  client  go  situation  persists  easy  implement  well  using  lot  io  send  payload  least  wouldnt  sit  r  memory  send  message  alongside  successful  put  delete  tell  client  slow  little  way  dont  back  forth  payload  client  server  cleaner  think  involved  solution  every  case  r  obvious  thing  notify  operator  situation  log  web  ui  metric  etc  idea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2730,delete  ttl  store  file  compaction  selection  currently  hbase  deletes  ttl  store  file  compaction  change  sequence  delete  ttl  store  file  selecting  store  file  compaction  way  hbase  keep  deleting  old  invalid  store  file  without  compaction  also  prevent  unnecessary  compaction  since  ttl  store  file  deleted  compaction  selection,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2731,utilize  tthreadedselectorserver  remove  redundant  code  thriftserver  hregionthriftserver  tthreadedselectorserver  good  rpcheavy  situation  io  limited  one  cpu  see  httpsissuesapacheorgjirabrowsethrift1167  porting  related  class  form  thrift  trunk  thrift070  lot  repeat  code  thriftserver  hregionthriftserver  code  moved  runnable  called  thriftserverrunner,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2732,improve  client  scanner  interface  current  client  scanner  interface  pretty  ugly  need  instantiate  hstorekey  sortedmaptext  byte  externally  pas  next  pretty  bad  starter  client  choose  implementation  map  create  extra  brain  cycle  figure  hstorekey  doesnt  show  anywhere  else  entire  client  side  api  bubble  next  way  get  row  presumably  timestamp  column  propose  supplant  hscannerinterface  scanner  easiertouse  version  client  next  method  would  look  something  like  code  public  rowresult  next  throw  ioexception  code  pack  data  much  cleanly  including  using  cell  value  instead  raw  byte  meaning  much  granular  timestamp  information  also  dont  need  hstorekey  anymore  breaking  scanner  away  hscannerinterface  leave  internal  scanning  code  completely  alone  keep  using  hstorekeys  make  client  cleaner,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2733,provide  basic  building  block  multirow  local  transaction  final  iteration  issue  provides  generalized  public  mutaterowswithlocks  method  hregion  used  coprocessors  implement  atomic  operation  efficiently  coprocessors  already  region  aware  make  good  pairing  apis  feature  design  available  client  via  htable  api  took  long  time  arrive  apologize  public  exposure  erratic  retrospect  thought  process  hbase  provide  basic  building  block  multirow  local  transaction  local  mean  colocating  data  global  cross  region  transaction  discussed  bit  discussion  two  solution  emerged  1  keep  rowkey  determining  grouping  location  allow  efficient  intrarow  scanning  client  application  would  model  table  hbaserows  2  define  prefixlength  htabledescriptor  defines  grouping  row  region  never  split  inside  grouping  prefix  1  true  current  storage  paradigm  hbase  2  true  current  client  side  api  explore  two  sample  patch  discussed  length  dev  mailing  list  hbase3584  hbase5203  committed  supporting  atomic  cross  row  transaction  within  region  becomes  simple  aware  hesitation  usefulness  feature  start  somewhere  let  use  jira  discussion  ill  attach  patch  test  momentarily  make  concrete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2734,ensure  compaction  cacheonwrite  data  block  create  unit  test  hbase3976  making  sure  dont  cache  data  block  write  compaction  even  cacheonwrite  enabled  generally  enabled  different  implementation  hbase3976  without  hbase4422  cacheconfig  top  89fb  created  liyin  cacheconfig  presumably  sure  even  work  since  patch  hbase3976  may  committed  need  create  unit  test  verify  dont  cache  data  block  write  compaction  resolve  hbase3976  new  unit  test  fail,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2735,filter  expired  store  file  scanner  compaction  compaction  time  hbase  generate  store  scanner  scan  list  store  file  would  efficient  filer  expired  store  file  since  need  read  key  value  store  file  optimization  already  implemented  89fb  building  block  hbase5199  well  supposed  noops  compact  expired  store  file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2736,region  historian  whenever  try  debug  region  splitting  assignment  compaction  etc  issue  always  end  look  120  different  log  file  cryptic  name  region  try  piece  together  chain  event  challenging  best  effort  time  would  useful  would  new  utility  ive  nicknamed  region  historian  give  text  name  region  track  log  message  relevant  master  regionserver  log  interleave  message  way  timestamps  correctly  list  order  event  result  log  summary  accurately  describes  happened  region  lifetime  making  much  easier  try  figure  something  went  wrong  thing  could  would  replace  cryptic  log  message  simple  event  like  region  split  b  region  assigned  server  x  trace  lineage  region  backwards  parent  came  existence  im  sure  thing  would  think  would  useful  well,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2737,dynamic  schema  configuration  currently  ability  core  developer  add  pertable  percf  configuration  setting  heavyweight  need  add  reserved  keyword  way  stack  support  variable  longterm  youre  going  expose  explicitly  user  ended  using  configurationget  lot  lightweight  tweak  setting  youre  trying  understand  system  behavior  since  many  config  params  may  never  need  tuned  need  add  ability  put  read  arbitrary  kv  setting  hbase  schema  combined  online  schema  change  allow  u  safely  iterate  configuration  setting,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2738,automagically  tweak  global  memstore  block  cache  size  based  workload  hypertable  neat  thing  change  size  given  cellcache  memstores  block  cache  based  workload  need  image  scroll  bottom  link  httpwwwhypertablecomdocumentationarchitecture  thatd  one  le  thing  configure,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2739,hbaseobjectwritable  able  serializedeserialize  generic  array  hbaseobjectwritable  encode  writables  cannot  encode  extends  writable  becomes  issue  example  adding  coprocessor  method  take  see  hbase5352,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2740,remove  minidfs  startup  minihbasecluster  change  minihbasecluster  always  require  minidfs  started  elsewhere  decide  read  write  based  config  passed  constructor  hbaseclustertestcase  updated  minidfs  spinup  shutdown  part  normal  process  completing  issue  prime  u  solving  truly  external  dfs  issue  making  test  suite  faster,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2741,uberhbck  add  option  handle  offline  split  parent  recent  case  attempted  repair  cluster  suffered  hbase4238  67  generation  leftover  split  data  hbck  repair  option  development  version  hbase5128  treat  hdfs  ground  truth  didnt  check  split  offline  flag  found  meta  net  effect  essentially  attempted  merge  many  region  back  eldest  genenerations  parent  range  safe  guard  prevent  megamerges  added  hbase5128  issue  would  automate  handling  megamerge  avoiding  case  lingering  grandparent  strategy  would  add  check  meta  perform  part  catalog  janitor  responsibility  lingering  grandparent  would  potentially  include  option  sideline  region  deleting  grandparent  region  min  size  sidelining  mechanism  cleaning  meta  note  already  exists  mechanism  reload  region  bulk  loaded  mechanism  loadincrementalhfiles  used  readd  grandparent  automatically  splitting  necessary  hbase,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
